<q> <I> <dI> <dQ>
0.02282 0.02011121124727117 0.0018064824316524296 0.0012
0.02373 0.014709481946701814 0.002789461092488828 0.0012
0.02468 0.023331675891861327 0.001589473965011897 0.0012
0.02567 0.02312022332620637 0.001462297626967521 0.00121
0.02669 0.03247717741896869 0.0007747207221632941 0.0012
0.02776 0.030932632203206828 0.002700041358989267 0.00122
0.02887 0.03577111305389102 0.0021292164423229007 0.00121
0.03003 0.03365180047669351 0.002510282851031375 0.00123
0.03123 0.03584856794896167 0.002632242601512752 0.00123
0.03248 0.036024724921290906 0.0028336006108080378 0.00124
0.03377 0.030597190113531576 0.002578872577666161 0.00126
0.03513 0.02580327952175132 0.002777846854237637 0.00127
0.03653 0.02236034404226207 0.002562048246382081 0.00128
0.03799 0.018103555365210983 0.0023312165481743545 0.0013
0.03951 0.012434843154334735 0.0019278590148462788 0.00132
0.04109 0.010472166109331644 0.001662494417772316 0.00133
0.04274 0.007879754251091435 0.0016655217930838405 0.00135
0.04445 0.0076285367780100305 0.0005319993411236856 0.00137
0.04622 0.005481086028100934 0.0015368040883768613 0.00139
0.04807 0.008375688181778577 0.0006030912225497228 0.00141
0.05 0.00896703530776513 0.0009078768191601032 0.00144
0.052 0.011388222880838808 0.0012165131660667404 0.00147
0.05407 0.01026913827325409 0.0004784568066994316 0.00149
0.05624 0.008042774680846005 0.0005292977480317802 0.00152
0.05849 0.006555362186249499 0.0014236628327829654 0.00155
0.06083 0.0067735800077048285 0.0006532989912900766 0.00157
0.06326 0.003975252109933737 0.00035480398588781447 0.00161
0.06579 0.004703814051388262 0.000883561708798214 0.00165
0.06842 0.005057393775274234 0.001272230215803566 0.00167
0.07116 0.005569545206302088 0.000756709617127655 0.00171
0.07401 0.006245230281755392 0.0009587118078165981 0.00175
0.07696999999999998 0.005475038506349394 0.0006658883335550107 0.00179
0.08004 0.00452361172209571 0.000767510070747495 0.00183
0.08325 0.003415751195173096 0.0005597718762976719 0.00188
0.08658 0.004441456832535224 0.0004620519082689508 0.00193
0.09003999999999998 0.004732457465940886 0.001303373520949363 0.00197
0.09364 0.0022145210297967646 0.0002759122564496602 0.00202
0.09739 0.005708603912429506 0.0012437989938602727 0.00207
0.10128 0.002407997006342796 0.00112169550275263 0.00212
0.10533 0.002599994284162436 0.00032009233106359024 0.00218
0.10955 0.003796546293407816 0.00106887562197151 0.00224
0.11393 0.0030693843331219407 0.001262364176063968 0.0023
0.11848 0.005133699330213128 0.000901369415527176 0.00236
0.12322 0.005897138921275737 0.0011167226054647 0.00242
0.12815 0.002381434044585752 0.0012333198183309523 0.00249
0.13328 0.004815051701273655 0.0009415370094834897 0.00256
0.13861 0.003842697261963406 0.0012546202157720367 0.00263
0.14415 0.003000024438961808 0.001044812011859494 0.0027
0.14992 0.0025963293657415244 0.0011977881367006608 0.00278
0.15592 0.004440687129573172 0.0009815392504617252 0.00286
0.16215 0.003908325301674476 0.001050811294720813 0.00294
0.16864 0.00377535078942274 0.0014477876375930388 0.00302
0.17539 0.001339294623034366 0.0007817609273150965 0.00311
0.1824 0.002166564316402677 0.0008012232487668087 0.00321
0.1897 0.004179359442864123 0.0010214636539910267 0.00331
0.19729 0.0033951727622899075 0.0016729476023624396 0.00341
0.20518 0.003387209865432899 0.001255419082124228 0.00353
0.21338 0.002904275361168372 0.001499834806274146 0.00364
0.22192 0.0060221302939414455 0.001546782194798916 0.00376
0.2308 0.004992986913407201 0.002181029732755148 0.00388
0.24003 0.0023545428054406337 0.0021184634724113857 0.00401
0.24963 0.006775071903887832 0.0026881432484163336 0.00414
0.25961 0.005011520970626529 0.0025225614494998774 0.00427
0.27 0.00259521431291226 0.003574212635113033 0.00441
0.2808 0.0035078403389598328 0.001987358181265332 0.00456
0.29203 0.0006838383295835813 0.0024182554189527286 0.0047
0.30371 0.00658436937061965 0.00497048535006975 0.00484
0.31586 0.008451197387052516 0.005339617720653127 0.005
0.32849 0.0069818227078712325 0.004284144237894536 0.00515
